site_id,cdli_provenience_id,accuracy,anc_name,transc_name,ara_name,arm_name,fas_name,geo_name,gre_name,heb_name,rus_name,legacy_name,pleiades_url,osm_url,geonames_url,wik_en,wik_ara,wik_fas,wik_gre,wik_heb,wik_tr,rla_url,wikidata_url,lon_wgs1984,lat_wgs1984
SEL,120,3,,Silūqīah,سلوقية,,,,,,,uncertain (mod. Seleucia) : Seleucia (mod. Tell 'Umar),https://pleiades.stoa.org/places/894178,https://www.openstreetmap.org/way/353551437,https://www.geonames.org/89799,https://en.wikipedia.org/wiki/Seleucia,https://ar.wikipedia.org/wiki/سلوقية,,,,,,https://wikidata.org/wiki/Q1136681,44.5213,33.0962
SEQ,0,1,URULibliuni,Saqandal,,,سقندل,,,,,,https://pleiades.stoa.org/places/884203,,,,,,,,,,,46.7375,38.5041
SER,0,1,,Sarābīūm,سرابيوم,,,,,,,,https://pleiades.stoa.org/places/727228,,,,,,,,,,,32.3260,30.4677
SFR,167 : 210,3,Kutalla,Tall al-Sifr,تل سفر,,,,,,,Kutalla (mod. Tell Sifr) : uncertain (mod. Tell Sifr),,,,,,,,,,,,45.9672,31.2946
SHA,0,0,,,,,,,,,,Shapiya,,,,,,,,,,,,,
SHD,280,1,,Shahdād,,,شهداد,,,,,uncertain (mod. Shadad),,https://www.openstreetmap.org/node/732047429,https://www.geonames.org/115960,,,,,,,,https://wikidata.org/wiki/Q498118,57.7405,30.4279
SHI,176 : 526,3,Šibaniba,Tall Billah,ال بلة,,,,,,,Shibaniba (mod. Tell Billa) : Šibaniba (mod. Tell Billa),https://pleiades.stoa.org/places/237391811,https://www.openstreetmap.org/node/5285315356,,https://en.wikipedia.org/wiki/Shibaniba,,,,,,,https://wikidata.org/wiki/Q3482023,43.3481,36.4335
SHP,0,1,,Shephela,,,,,,,,,,,,,,,,,,,,34.8685,31.6283
SHY,0,3,,Kārībahīn,كاري بهين,,,,,,,,,https://www.openstreetmap.org/node/2488213215,https://www.geonames.org/96479,,,,,,,,,42.9355,36.7760
SHZ,0,1,,Sarıca,,,,,,,,,,https://www.openstreetmap.org/node/2385090081,https://www.geonames.org/7010423,,,,,,,,,40.4981,37.0445
SID,144,3,,Ṣaiydā,صيدا,,,,,,,uncertain (mod. Sidon) ?,https://pleiades.stoa.org/places/678393,https://www.openstreetmap.org/node/4799206602,https://www.geonames.org/268064,https://en.wikipedia.org/wiki/Sidon,https://ar.wikipedia.org/wiki/صيدا,,,,,,https://wikidata.org/wiki/Q163490,35.3697,33.5625
SIH,0,1,,Sihke,,,,,,,,,,https://www.openstreetmap.org/node/1860375423,https://www.geonames.org/320823,,,,,,,,,43.4354,38.5072
SIN,444,3,,Shīshīn,شيشين,,,,,,,uncertain (mod. Šišin),,,,,,,,,,,,42.5740,33.9716
SIP,2,3,Sippar-Amnanum,Tall al-Daiyr,تل الدير,,,,,,,Sippar-Amnanum (mod. Tell ed-Der),https://pleiades.stoa.org/places/392373882,https://www.openstreetmap.org/way/552319194,https://www.geonames.org/6927582,https://en.wikipedia.org/wiki/Sippar-Amnanum,https://ar.wikipedia.org/wiki/سيبار_أمنانوم,,,,,,https://wikidata.org/wiki/Q7525818,44.2991,33.0991
SIS,425,1,,Shīr al-Ṣanām,شير الصنام,,,,,,,uncertain (mod. Shir as-Sanam),https://pleiades.stoa.org/places/58291143,,,,,,,,,,,36.2443,34.4980
SIT,0,3,,Tall Sītak,تل سيتك,,,,,,,,,,,,,,,,,,,45.5027,35.6419
SIY,0,2,,Siyah Chas̱mah,,,سیه‌چشمه,,,,,,,https://www.openstreetmap.org/node/879415755,https://www.geonames.org/116326,https://en.wikipedia.org/wiki/Siah_Cheshmeh,,https://fa.wikipedia.org/wiki/سیه%E2%80%8Cچشمه,,,,,,44.3867,39.0659
SJQ,0,2,,Kūy Sīnjāq,کۆیسینجاق,,,,,,,,,https://www.openstreetmap.org/node/470018430,https://www.geonames.org/94220,,,,,,,,,44.6278,36.0847
SJR,199,1,,Sur Jar'a,,,,,,,,uncertain (mod. Sur Jar'a),https://pleiades.stoa.org/places/413309738,,,,,,,,,,,42.1939,34.3072
SKH,84,3,Tarbisu,Tall Sharīf Khān,تل شريف خان,,,,,,,Tarbisu (mod. Tell Sherif Khan),https://pleiades.stoa.org/places/30774368,https://www.openstreetmap.org/node/5392949728,,https://en.wikipedia.org/wiki/Tarbisu,,https://fa.wikipedia.org/wiki/تربیس,,,,,https://wikidata.org/wiki/Q3818869,43.0774,36.4089
SLA,424,1,,Al-Sila‘,السلع,,,,,,,uncertain (mod. Sela),https://pleiades.stoa.org/places/86623849,https://www.openstreetmap.org/node/798883031,https://www.geonames.org/246782,,,,,,,,,35.5779,30.7823
SLB,0,2,,Tall Abū Ṣālabīkh,تل أبو صلابيخ,,,,,,,,,,https://www.geonames.org/6763772,,,,,,,,,47.1341,30.7546
SLG,259,3,,Tas-Silġ,,,,,,,,"uncertain (mod. Tas-Silg, Malta)",https://pleiades.stoa.org/places/601235773,https://www.openstreetmap.org/way/386959624,https://www.geonames.org/2565360,https://en.wikipedia.org/wiki/Tas-Silġ,,,,,,,,14.5519,35.8459
SMA,398,3,,Al-Sāmirah,السامرة,,,,,שומרון,,Samerina (mod. Samaria),https://pleiades.stoa.org/places/678370,https://www.openstreetmap.org/way/265619990,https://www.geonames.org/282107,https://en.wikipedia.org/wiki/Samaria_%28ancient_city%29,https://ar.wikipedia.org/wiki/السامرة_(مدينة_أثرية),,,,,,https://wikidata.org/wiki/Q1757438,35.1897,32.2763
SMH,0,3,,Ishān al-Sama‘a,اشان السمع,,,,,,,uncertain (mod. Tell Sukas),,https://www.openstreetmap.org/node/2482342332,https://www.geonames.org/6739227,,,,,,,,,45.4193,32.0725
SMR,282,3,,Sāmmarā,سامراء,,,,,,,uncertain (mod. Samarra) ?,https://pleiades.stoa.org/places/894082,https://www.openstreetmap.org/way/393905434,,https://en.wikipedia.org/wiki/Samarra,https://ar.wikipedia.org/wiki/سامراء,,,,,,https://wikidata.org/wiki/Q170047,43.8795,34.2291
SNJ,108,1,,Bitwātā,بتواتا,,,,,,,uncertain (mod. Bardi Sanjian Bitwata),,,,,,,,,,,,44.7031,36.3398
SOK,309,3,,Shahr-i Sūkhta,,,شهر سوخته,,,,,uncertain (mod. Shahr-i Sokhta),https://pleiades.stoa.org/places/377547413,https://www.openstreetmap.org/node/3304892108,https://www.geonames.org/1159598,https://en.wikipedia.org/wiki/Shahr-e_Sukhteh,https://ar.wikipedia.org/wiki/شهر_سوخته,,,,,,https://wikidata.org/wiki/Q1025825,61.3280,30.5961
SOU,434,3,,Tall Soukās,تل سوكاس,,,,,,,,https://pleiades.stoa.org/places/668383,,,,,,,,,,,35.9229,35.3060
SPA,0,1,,Spandaryan,,Սպանդարյան,,,,,,,,,,,,,,,,,,44.0205,40.6679
SPH,307,3,,Zippori,,,,,,צִפּוֹרִי,,uncertain (mod. Sepphoris),https://pleiades.stoa.org/places/678387,https://www.openstreetmap.org/way/112585706,https://www.geonames.org/293058,https://en.wikipedia.org/wiki/Sepphoris,https://ar.wikipedia.org/wiki/صفورية,,,,,,https://wikidata.org/wiki/Q1132798,35.2790,32.7529
SPI,0,3,,Tall-i Spīd,,,تل‌اسپید,,,,,,,https://www.openstreetmap.org/node/6336979542,https://www.geonames.org/112703,,,,,,,,,51.4845,30.2519
SQL,251,3,Isqalluna,Ashkelon,,,,,,אַשְׁקְלוֹן,,Isqalluna (mod. Ashkelon),https://pleiades.stoa.org/places/687839,https://www.openstreetmap.org/relation/1376782,https://www.geonames.org/293400,https://en.wikipedia.org/wiki/Ashkelon,,,,https://he.wikipedia.org/wiki/wiki/אשקלון,,,,34.5471,31.6629
SRD,0,1,,Sardarapat,,Սարդարապատ,,,,,,,,https://www.openstreetmap.org/way/309926621,https://www.geonames.org/616328,"https://en.wikipedia.org/wiki/Sardarapat,_Armenia",,,,,,,,44.0187,40.1360
SRK,0,1,,Sarıkamış,,,,,,,,,,,,,,,,,,,,42.5796,40.3348
SRM,0,2,,Sarmaç,,,,,,,,,,https://www.openstreetmap.org/node/1482093902,https://www.geonames.org/301531,,,,,,,,,43.4960,38.4984
SRP,0,2,,Sārabtā,ساربتا,,,,,,,,,https://www.openstreetmap.org/node/3199142544,,,,,,,,,,35.2950,33.4643
SSH,0,2,,S̱īs̱ah,,,شيشه,,,,,,,https://www.openstreetmap.org/node/4453591321,https://www.geonames.org/35594,,,,,,,,,47.3662,38.6075
SUH,0,1,,Suhairy,,,,,,,,,,,,,,,,,,,,45.5881,31.4729
SUN,0,2,,Süngütaşı,,,,,,,,,,https://www.openstreetmap.org/node/2559451429,https://www.geonames.org/739232,,,,,,,,,42.2432,40.2139
SUR,54,3,Šuruppak,Tall Fārā,تل فارا,,,,,,,Šuruppak (mod. Fara),https://pleiades.stoa.org/places/326150788,https://www.openstreetmap.org/node/2482345266,https://www.geonames.org/96781,https://en.wikipedia.org/wiki/Shuruppak,https://ar.wikipedia.org/wiki/شوروباك,,,,,http://publikationen.badw.de/de/rla/index#11272,https://wikidata.org/wiki/Q392725,45.5113,31.7772
SUS,12,3,Susa,Shūsh,,,شوش,,,,,Susa (mod. Shush),https://pleiades.stoa.org/places/912936,https://www.openstreetmap.org/way/378357184,https://www.geonames.org/6687956,https://en.wikipedia.org/wiki/Susa,,https://fa.wikipedia.org/wiki/شوش_(شهر_باستانی),,,,,https://wikidata.org/wiki/Q180773,48.2569,32.1895
SWE,156,3,,Tall Suwaiyhat,,,,,,,,uncertain (mod. Tell Sweyhat),,,,https://en.wikipedia.org/wiki/Sweyhat,,,,,,,https://wikidata.org/wiki/Q1986456,38.2538,36.2734
SWS,410,3,,Sa‘ad wa Sa‘ayd,سعد وسعيد,,,,,,,uncertain (mod. Failaka),,,https://www.geonames.org/285461,,,,,,,,,48.2779,29.4303
SYA,0,3,,Tall Siānū,تل سيانو,,,,,,,,,,,,,,,,,,,36.0028,35.3653
SZE,289,3,Šubat-Enlil,Tall Laiylān,تل ليلان,,,,,,,Šubat-Enlil (mod. Leilan),https://pleiades.stoa.org/places/223856813,https://www.openstreetmap.org/way/373936354,https://www.geonames.org/8449936,https://en.wikipedia.org/wiki/Tell_Leilan,https://ar.wikipedia.org/wiki/تل_ليلان,,,,,,https://wikidata.org/wiki/Q588192,41.5069,36.9579
SZU,401,3,Šušarra,Tall Shimshārah,تل شمشارة,,,,,,,Susarra (mod. Tell Shemshara),,https://www.openstreetmap.org/node/3523800857,,https://en.wikipedia.org/wiki/Tell_Shemshara,,,,,,,https://wikidata.org/wiki/Q2273816,44.9384,36.2016
TAA,0,2,,Tulūl Abū ‘Aẓam,تل ابو عظم,,,,,,,Tulul 'Abu Adham,https://pleiades.stoa.org/places/894160,,,,,,,,,,,45.0230,32.3104
TAB,34,3,,Tall Ṭābān,تل طابان,,,,,,,uncertain (mod. Tell Taban),https://pleiades.stoa.org/places/874754,https://www.openstreetmap.org/node/3377400743,https://www.geonames.org/163833,,,,,,,,,40.7878,36.3362
TAD,0,1,,Tulūl ‘Adāy,تلول عداي,,,,,,,Tell Aday,,,,,,,,,,,,45.0488,32.3113
TAF,0,3,,Tall Afghanī,,,تل افغاني‎,,,,,,,https://www.openstreetmap.org/node/4540942989,https://www.geonames.org/38369,,,,,,,,,51.1321,31.4883
TAG,0,1,,Tall al-‘Agāmiyya,,,,,,,,,,,,,,,,,,,,43.4304,35.2249
TAK,0,1,,Tulūl al-Khāldiyah,تلول الخالدية,,,,,,,Tulul al-Khaldiah,,,,,,,,,,,,44.7009,32.2504
TAN,0,3,,Ṣan al-Hagar,صان الحجر,,,,,,,,https://pleiades.stoa.org/places/27236,https://www.openstreetmap.org/way/188053938,https://www.geonames.org/349654,https://en.wikipedia.org/wiki/Tanis,https://ar.wikipedia.org/wiki/صان_الحجر_القبلية,,,,,,https://wikidata.org/wiki/Q210598,31.8845,30.9746
TAR,0,1,,Yalındüz,,,,,,,,,,https://www.openstreetmap.org/node/2296675539,https://www.geonames.org/6969129,,,,,,"https://tr.wikipedia.org/wiki/Yalındüz,_Muradiye",,https://wikidata.org/wiki/Q6540286,43.7195,38.9476
TAS,0,2,,Taşburun,,,,,,,,,,https://www.openstreetmap.org/node/1951322177,https://www.geonames.org/299793,,,,,,,,,44.2460,39.9799
TAT,0,1,,Ṭashtepe,,,طاس تپه,,,,,,,,,,,,,,,,,45.5666,37.0499
TAW,0,2,,Ṭawīlān,طويلان,,,,,,,,,,,,,,,,,,,35.4848,30.3313
TAY,90,3,,Tall Ṭa‘iynāt,تل طعينات,,,,,,,uncertain (mod. Tell Ta'ynat) : Unqi (mod. Tell Tayinat),https://pleiades.stoa.org/places/913163220,https://www.openstreetmap.org/way/144313133,https://www.geonames.org/438034,https://en.wikipedia.org/wiki/Tell_Tayinat,,,,,https://tr.wikipedia.org/wiki/Tell_Tayinat,,https://wikidata.org/wiki/Q907974,36.3759,36.2482
TBA,0,3,,Tulūl al-Baqarāt,تلول البقرات,,,,,,,,,https://www.openstreetmap.org/node/2484044587,https://www.geonames.org/6759615,,,,,,,,,45.7239,32.3361
TBM,0,1,,Tel Beth Mirsim,,,,,,תל בית מירשם,,,,,https://www.geonames.org/293388,https://en.wikipedia.org/wiki/Tell_Beit_Mirsim,,,,https://he.wikipedia.org/wiki/תל_בית_מירסים,,,https://wikidata.org/wiki/Q2402197,34.9105,31.4557
TBO,77,3,,Tapah Barmī,تپه برمی,,,,,,,uncertain (mod. Tappeh Bormi),,https://www.openstreetmap.org/node/4471106114,https://www.geonames.org/389087,https://en.wikipedia.org/wiki/Tall_Barmi,,https://fa.wikipedia.org/wiki/تل%E2%80%8Cبرمی,,,,,,49.5890,31.2413
TBP,304,3,,Tall Aḥmar,تل أحمر,,,,,,,Til Barsip (mod. Tell Ahmar),https://pleiades.stoa.org/places/658410,https://www.openstreetmap.org/way/330831722,https://www.geonames.org/163733,https://en.wikipedia.org/wiki/Til_Barsip,https://ar.wikipedia.org/wiki/تل_برسيب,,,,,,https://wikidata.org/wiki/Q176458,38.1209,36.6743
TBR,0,1,,Tabor,طابور,,,,,תבור,,,,,,,,,,,,,,35.4147,32.6714
TBS,0,1,,Tell Ba'arura Shargi,,,,,,,,,,,,,,,,,,,,46.1685,30.9786
TBT,257,3,,Tall ‘Abṭah,تل عبطة,,,,,,,uncertain (mod. Tell Abta),https://pleiades.stoa.org/places/111343632,,https://www.geonames.org/442151,,,,,,,,,42.6045,35.8927
TDB,148,3,Zaralulu,Tall al-Dhiba‘i,,,,,,,,uncertain (mod. Tell al-Diba'i) : uncertain (mod. Tell Dhiba'i),https://pleiades.stoa.org/places/678313544,https://www.openstreetmap.org/way/533501786,,,,,,,,,,44.4823,33.3229
TDU,0,3,Taidu,Tall Ḥamīdī,تل حميدي,,,,,,,,https://pleiades.stoa.org/places/874740,https://www.openstreetmap.org/node/567216082,https://www.geonames.org/169996,,,,,,,,,41.1660,36.8160
TDW,0,0,,,,,,,,,,Tel Duweihes,,,,,,,,,,,,,
TEG,0,1,,Tūl-i Gīlān,,,تول گیلان,,,,,,,,,,,,,,,,,48.6069,37.7352
TEH,0,3,,Tel Hadid,,,,,,תל חדיד,,,https://pleiades.stoa.org/places/687913,,https://www.geonames.org/10309119,,,,,,,,,34.9517,31.9635
TEI,0,3,Teisheba,Karmir blur,,Կարմիր բլուր,,,,,,,https://pleiades.stoa.org/places/863822,https://www.openstreetmap.org/way/183431622,https://www.geonames.org/832159,https://en.wikipedia.org/wiki/Teishebaini,,,,,,,https://wikidata.org/wiki/Q1195993,44.4509,40.1529
TEM,438,3,,Tall al-Maskhūṭa,تل المسخوطة,,,,,,,uncertain (mod. Tell el-Maskuta),https://pleiades.stoa.org/places/727124,https://www.openstreetmap.org/way/243182530,,,,,,,,,,32.1002,30.5539
TFA,428,1,Ḫabuba,Tall al-Farḥa,,,,,,,,uncertain (mod. Tall al-Farḥa),,,,,,,,,,,,43.4612,35.2652
TFQ,0,2,,Tall Faqūs,تل فقوس,,,,,,,,,,,,,,,,,,,38.2052,35.9372
TGA,0,3,,Tapah Gārān,,,تپه گاران,,,,,,,,,,,,,,,,,47.3375,32.5802
THA,435,3,,Ta‘nak,,,,,,תענכ,,uncertain (mod. Tell Taanach),https://pleiades.stoa.org/places/678418,https://www.openstreetmap.org/way/265587474,https://www.geonames.org/281604,https://en.wikipedia.org/wiki/Ti%27inik,,,,https://he.wikipedia.org/wiki/תיעניכ,,,,35.2195,32.5216
THE,403,2,,Thiva,,,,Θήβα,,,,Thêbai (mod. Thebes Beoticia Greece),https://pleiades.stoa.org/places/541138,https://www.openstreetmap.org/node/154086178,https://www.geonames.org/252910,"https://en.wikipedia.org/wiki/Thebes,_Greece",,,https://el.wikipedia.org/wiki/Θήβα,,,,,23.3177,38.3207
THM,113,3,,Tall al-Ḥammām,تل الحمام,,,,,,,uncertain (mod. Tell Hammam),https://pleiades.stoa.org/places/912956,https://www.openstreetmap.org/node/2485672506,https://www.geonames.org/6755900,,,,,,,,,45.7675,31.6365
THO,441,2,,Turlu Höyük,,,,,,,,uncertain (mod. Turlu Höyük),https://pleiades.stoa.org/places/201144661,,https://www.geonames.org/7619119,,,,,,https://tr.wikipedia.org/wiki/Şehzade_Höyük,,,37.7581,37.0676
THR,89,1,,Ṭūz Khūrmātū,طوز خورماتو,,,,,,,uncertain (mod. Tuz Hurmati),,https://www.openstreetmap.org//599170262,https://www.geonames.org/90026,,,,,,,,,44.6252,34.8840
THW,293,3,,Tall al-Hawa,تل الهوى,,,,,,,uncertain (mod. Tell al-Hawa),https://pleiades.stoa.org/places/874728,https://www.openstreetmap.org/node/2486446345,https://www.geonames.org/7103777,,,,,,,,,42.3012,36.7482
THY,440,3,,Tilmen Höyük,,,,,,,,uncertain (mod. Tilmen Höyük),,https://www.openstreetmap.org/way/231331200,,,,,,,https://tr.wikipedia.org/wiki/Tilmen_Höyük,,,36.7037,37.0302
TIJ,0,2,,Tall ‘Atij,تل عتيج,,,,,,,,,,,,,,,,,,,40.8644,36.4303
TIK,183,1,,Tikrīt,تكريت,,,,,,,uncertain (mod. Tikrit),https://pleiades.stoa.org/places/894099,https://www.openstreetmap.org//2480255384,,https://en.wikipedia.org/wiki/Tikrit,https://ar.wikipedia.org/wiki/تكريت,,,,,,,43.6753,34.5974
TIR,0,3,,Tiryntha,,,,Τίρυνθα,,,,,https://pleiades.stoa.org/places/570740,https://www.openstreetmap.org/way/281222021,https://www.geonames.org/408652,,,,,,,,,22.8003,37.5992
TJZ,0,3,,Tarjān,ترجان,,,,,,,,,https://www.openstreetmap.org/node/4559230013,https://www.geonames.org/90184,,,,,,,,,43.7581,36.1224
TKH,0,2,,Tulūl Khaṭāb,تلول خطاب,,,,,,,,https://pleiades.stoa.org/places/894167,https://www.openstreetmap.org/node/2486303399,https://www.geonames.org/6806341,,,,,,,,,44.5136,33.4767
TKP,0,1,,Taşköprü,,,,,,,,,,,,,,,,,,,,43.2489,40.9553
TLB,0,2,,Tilbes Höyük,,,,,,,,,,,,,,,,,,,,37.8735,37.0886
TLH,191,3,,Tall al-Laḥam,تل اللحم,,,,,,,uncertain (mod. Tel Laham),https://pleiades.stoa.org/places/912959,https://www.openstreetmap.org/node/2482342329,https://www.geonames.org/6739313,,,,,,,,,45.4062,32.0509
TLL,107,3,,Tulūl al-Lak,تلول اللك,,,,,,,uncertain (mod. Tulul al-Lak),https://pleiades.stoa.org/places/741318296,https://www.openstreetmap.org/node/2488247250,https://www.geonames.org/6860784,,,,,,,,,43.2638,36.2983
TMH,7,3,,Tall Muḥamad,تل محمد,,,,,,,uncertain (mod. Tell Muhammad),https://pleiades.stoa.org/places/249999668,,,,,,,,,,,44.4681,33.3009
TMU,0,3,,Tapah Mūsiyān,,,تپه موسیان,,,,,,,,https://www.geonames.org/122985,,,,,,,,,47.3510,32.5530
TNA,194,1,,‘Anah,عنه,,,,,,,uncertain (mod. 'Ana),https://pleiades.stoa.org/places/893936,,,,,,,,,,,41.9794,34.4677
TNH,0,2,,Tʻanahat,,Թանահատ,,,,,,,,https://www.openstreetmap.org/node/7900615594,,https://en.wikipedia.org/wiki/Tanahat,,https://fa.wikipedia.org/wiki/تاناهات,,,,,,45.9250,39.4156
TNP,405,3,Tunip,Tall al-A‘shārnah,تل العشارنة,,,,,,,Tunip (mod. Acharneh),,https://www.openstreetmap.org/node/567200880,https://www.geonames.org/174035,,,,,,,,,36.3959,35.2877
TOD,0,2,,Ṭūd,طود,,,,,,,,https://pleiades.stoa.org/places/786132,https://www.openstreetmap.org/node/768808943,https://www.geonames.org/347422,https://en.wikipedia.org/wiki/El-Tod,https://ar.wikipedia.org/wiki/الطود_(الأقصر),,,,,,https://wikidata.org/wiki/Q287731,32.5332,25.5832
TOP,0,2,,Kocapınar,,,,,,,,,,https://www.openstreetmap.org/node/2292068166,https://www.geonames.org/306910,,,,,,,,,43.2021,39.1002
TRM,0,3,,Alazlı,,,,,,,,,,https://www.openstreetmap.org/node/1492400010,https://www.geonames.org/324139,,,,,,,,,41.8247,38.6939
TRQ,250,3,Terqa,Tall al-Ashārah,تل الأشارة,,,,,,,Terqa (mod. Ashara),https://pleiades.stoa.org/places/894158,https://www.openstreetmap.org/node/3385387638,,https://en.wikipedia.org/wiki/Terqa,,,,,,,https://wikidata.org/wiki/Q644872,40.5677,34.9229
TRT,0,1,,Ṭarṭūs,طرطوس,,,,,,,,,https://www.openstreetmap.org/node/192296363,https://www.geonames.org/163345,https://en.wikipedia.org/wiki/Tartus,https://ar.wikipedia.org/wiki/طرطوس,,,,,,,35.8865,34.8958
TSA,0,3,,Tall Saka,تل سك,,,,,,,,,https://www.openstreetmap.org/node/567111886,https://www.geonames.org/164959,"https://en.wikipedia.org/wiki/Sakka,_Rif_Dimashq_Governorate",https://ar.wikipedia.org/wiki/سكا_(ريف_دمشق),,,,,,https://wikidata.org/wiki/Q7403017,36.4682,33.4402
TSB,126,3,,Tall Sabā,,,,,,,,uncertain (mod. Tell Sabaa),,,,,,,,,,,,44.7514,33.4638
TSI,74,3,,Tapah Sīyalk,تپه سیلک,,,,,,,uncertain (mod. Tepe Sialk),,https://www.openstreetmap.org/way/235301286,https://www.geonames.org/9210558,https://en.wikipedia.org/wiki/Tepe_Sialk,https://ar.wikipedia.org/wiki/تل_سيلك,,,,,,https://wikidata.org/wiki/Q1581555,51.4042,33.9688
TSO,146,3,,Tapah Sofālīn,,,تپه سفالین,,,,,uncertain (mod. Tepe Sofalin),,,,,,,,,,,,51.7366,35.3161
TSV,0,2,Alitschalu,Ōdzaberd,,Օձաբերդ,,,,,,,,https://www.openstreetmap.org/way/668199003,,https://en.wikipedia.org/wiki/Odzaberd,,,,,,,https://wikidata.org/wiki/Q53483,45.4950,40.1537
TTA,0,3,,Tall al-Ṭāya,تل الطايع,,,,,,,,https://pleiades.stoa.org/places/574198887,https://www.openstreetmap.org/node/4851840698,,https://en.wikipedia.org/wiki/Tell_Taya,https://ar.wikipedia.org/wiki/تل_الطايع,,,,,,https://wikidata.org/wiki/Q7697518,42.4933,36.3324
TTB,130,3,Tutub,Khafājī,خفاجي,,,,,,,Tutub (mod. Khafaje),https://pleiades.stoa.org/places/490043590,https://www.openstreetmap.org/way/307248855,,https://en.wikipedia.org/wiki/Khafajah,https://ar.wikipedia.org/wiki/توتوب,,,,,,https://wikidata.org/wiki/Q1305112,44.5559,33.3554
TTU,0,2,,Dicle Tüneli,,,,,,,,,,,https://www.geonames.org/6611419,https://en.wikipedia.org/wiki/Tigris_tunnel,,,,,https://tr.wikipedia.org/wiki/Dicle_T%C3%BCneli,,https://wikidata.org/wiki/Q1329616,40.5490,38.5291
TUH,0,1,,Ṭulūl al-Ḥumr,,,,,,,,,,,,,,,,,,,,45.2872,31.8567
TUT,26,3,Tuttul,Tall al-Bīʻa,تل البيعة,,,,,,,Tuttul (mod. Tell Bi'a),https://pleiades.stoa.org/places/582993625,https://www.openstreetmap.org/node/226859670,https://www.geonames.org/171471,https://en.wikipedia.org/wiki/Tuttul,https://ar.wikipedia.org/wiki/تل_البيعة,,,,,,https://wikidata.org/wiki/Q657272,39.0471,35.9580
TVI,429,1,,Tankīwar,,,تنگي ور‎,,,,,uncertain (mod. Tang-i Var),https://pleiades.stoa.org/places/429,https://www.openstreetmap.org/node/3015540886,https://www.geonames.org/113324,https://en.wikipedia.org/wiki/Tangivar,,https://fa.wikipedia.org/wiki/تنگی_ور,,,,,,46.6182,34.9961
TVK,0,1,,Tsovak,,Ծովակ,,,,,,,,https://www.openstreetmap.org/way/498207843,https://www.geonames.org/616138,https://en.wikipedia.org/wiki/Tsovak,,,,,,,,45.6391,40.1823
TYA,0,3,Malgium,Tulūl Yassir,,,,,,,,Malgium (Tell Yassir),,,,https://en.wikipedia.org/wiki/Malgium,,,,,,,,45.0983,32.5612
TYM,402,3,,Taymā,تيما,,,,,,,Tema (mod. Tayma),https://pleiades.stoa.org/places/814739,https://www.openstreetmap.org/node/1237942492,https://www.geonames.org/101516,https://en.wikipedia.org/wiki/Tayma,https://ar.wikipedia.org/wiki/محافظة_تيماء,,,,,,https://wikidata.org/wiki/Q27365,38.5499,27.6219
TYR,0,2,,Ṣūr,صور,,,,,,,,https://pleiades.stoa.org/places/678437,https://www.openstreetmap.org/node/803018184,https://www.geonames.org/267008,"https://en.wikipedia.org/wiki/Tyre,_Lebanon",https://ar.wikipedia.org/wiki/صور_(لبنان),,,,,,https://wikidata.org/wiki/Q82070,35.1943,33.2706
TZW,0,1,,Ṭūbzāwah,طوبزاوة,,,,,,,,,https://www.openstreetmap.org/node/2488199589,https://www.geonames.org/90109,,,,,,,,,44.6979,36.8079
UBD,226,3,,Tall al-ʻUbaīd,تل العبيد,,,,,,,uncertain (mod. Tell Ubaid),https://pleiades.stoa.org/places/339709658,https://www.openstreetmap.org/node/5179254511,,https://en.wikipedia.org/wiki/Tell_al-%27Ubaid,https://ar.wikipedia.org/wiki/تل_العبيد,,,,,http://publikationen.badw.de/de/rla/index#11937,https://wikidata.org/wiki/Q1317854,46.0305,30.9722
UCH,278,3,,Tall al-Majātil,تل المجاتل,,,,,,,uncertain (mod. Umm Chatil),,https://www.openstreetmap.org/node/2485672526,https://www.geonames.org/7011811,,,,,,,,,46.5784,31.3901
UFR,268,3,,Umm al-Ḥafriyāt,أم الحفريات,,,,,,,uncertain (mod. Umm el-Hafriyat),,https://www.openstreetmap.org/way/235546020,,,,,,,,,,45.4813,32.1323
UGA,131,3,Ugarit,Rās Shamrah,راس شمرة,,,,,,,Ugarit (mod. Ras Shamra),https://pleiades.stoa.org/places/668295,https://www.openstreetmap.org/way/145167629,https://www.geonames.org/165369,https://en.wikipedia.org/wiki/Ugarit,https://ar.wikipedia.org/wiki/أوغاريت,,,,,,https://wikidata.org/wiki/Q191369,35.7853,35.6021
UMA,0,3,,Umm al-Marra,أم المرة,,,,,,,,,https://www.openstreetmap.org/node/572565051,,https://en.wikipedia.org/wiki/Umm_el-Marra,https://ar.wikipedia.org/wiki/أم_المرة,https://fa.wikipedia.org/wiki/ام%E2%80%8Cالمره,,,,,https://wikidata.org/wiki/Q7881676,37.6936,36.1340
UPI,55,3,Upi,Ūbīs,أوبيس,,,,,,,Upi (mod. Opis),https://pleiades.stoa.org/places/894056,,,https://en.wikipedia.org/wiki/Opis,https://ar.wikipedia.org/wiki/أوبيس,,,,,,https://wikidata.org/wiki/Q1287526,44.7014,33.1844
UQA,72,3,,Tall ʻUqair,تل عقير,,,,,,,uncertain (mod. Tell Uqair),,https://www.openstreetmap.org/way/556384365,,https://en.wikipedia.org/wiki/Tell_Uqair,https://ar.wikipedia.org/wiki/تل_عقير,,,,,,https://wikidata.org/wiki/Q1716909,44.6643,32.7817
