site_id,accuracy,cdli_provenience_id,anc_name,transc_name,ara_name,arm_name,fas_name,geo_name,gre_name,heb_name,rus_name,legacy_name,pleiades_url,osm_url,geonames_url,wik_en,wik_ara,wik_fas,wik_gre,wik_heb,wik_tr,rla_url,wikidata_url,lon_wgs1984,lat_wgs1984
ERN,2,0,,Ererin,,,,,,,,,,https://www.openstreetmap.org/node/1460266002,https://www.geonames.org/317744,,,,,,,,,43.2462,38.7579
ERZ,1,0,,Erzen,,,,,,,,,,,,https://en.wikipedia.org/wiki/Arzen,,,,,,,https://wikidata.org/wiki/Q2866118,41.3849,37.9780
ESH,3,91,Ešnuna,Tall ʼAsmar,تا أسمر,,,,,,,Ešnunna (mod. Tell Asmar),https://pleiades.stoa.org/places/90720956,https://www.openstreetmap.org/way/307249233,https://www.geonames.org/12084455,https://en.wikipedia.org/wiki/Eshnunna,https://ar.wikipedia.org/wiki/إشنونة,,,,,,https://wikidata.org/wiki/Q375685,44.7276,33.4837
ESK,2,0,,Ishkaft Salmān,,,اشکفت سلمان,,,,,,,https://www.openstreetmap.org/node/4834356526,https://www.geonames.org/7549570,,,,,,,,,49.8476,31.8165
FAK,3,0,,Tall al-Fakhar,تل الفخار,,,,,,,,https://pleiades.stoa.org/places/574198886,https://www.openstreetmap.org/way/493256132,,https://en.wikipedia.org/wiki/Tell_al-Fakhar,https://ar.wikipedia.org/wiki/تل_الفخار_(العراق),,,,,,https://wikidata.org/wiki/Q2740784,43.9799,35.3808
FAQ,2,0,,Fāqūs,فاقوس,,,,,,,"uncertain (mod. Faqous, Egypt)",,https://www.openstreetmap.org/node/768593719,https://www.geonames.org/356989,https://en.wikipedia.org/wiki/Faqous,https://ar.wikipedia.org/wiki/فاقوس,,,,,,,31.7964,30.7276
FDW,3,115,,Abū Fanduwā,,,ابو فندوا,,,,,uncertain (mod. Abu Fandowa),,,,https://en.wikipedia.org/wiki/Tell_Fekheriye,,,,,,,,48.3164,32.0941
FKR,3,32,,Tall al-Fakhīriyah,تل الفخيرية,,,,,,,uncertain (mod. Tell Fakhariyah),https://pleiades.stoa.org/places/572048102,https://www.openstreetmap.org/node/4033376056,,https://en.wikipedia.org/wiki/Tell_Fekheriye,https://ar.wikipedia.org/wiki/تل_الفخيرية,,,,,,https://wikidata.org/wiki/Q1149666,40.0707,36.8424
FLO,1,0,,Falerii,,,,,,,,,,,,,,,,,,,,12.4217,42.2988
FRA,1,0,,Tall Fray,,,,,,,,uncertain (mod. Tell Fray),,,,https://en.wikipedia.org/wiki/Tell_Fray,,,,,,,https://wikidata.org/wiki/Q7697397,38.3835,35.9029
FRU,3,129,,Tapah Farukhābād,,,تپه فرخآباد,,,,,uncertain (mod. Tepe Farukhabad),,,,,,,,,,,,47.2246,32.5873
FSN,1,0,,Tall Fisnah,تل فسنة,,,,,,,,,,,,,,,,,,,42.8899,36.7079
GAR,2,0,,Garni,,Գառնիի,,,,,,,https://pleiades.stoa.org/places/976360689,https://www.openstreetmap.org/way/215286758,https://www.geonames.org/11336259,https://en.wikipedia.org/wiki/Temple_of_Garni,,,,,,,,44.7299,40.1124
GAV,1,0,DHaldiei URU,Gavaṛ,,Գավառ,,,,,,,https://pleiades.stoa.org/places/863819,,,https://en.wikipedia.org/wiki/Gavar,,,,,,,,45.1383,40.3547
GCN,3,150,,Giricano,,,,,,,,uncertain (mod. Giricano),https://pleiades.stoa.org/places/293088342,https://www.openstreetmap.org/way/94498834,,,,,,,https://tr.wikipedia.org/wiki/Giricano_Höyüğü,,,40.7499,37.8169
GDR,1,295,,Tall Ghaḍaiyrīfah,تل غضيريفه,,,,,,,uncertain (mod. Tell Ghdairife),,,,,,,,,,,,44.2649,34.1818
GHA,3,0,,Tall al-Gharrān,تل الغران,,,,,,,,,,,,,,,,,,,44.4083,32.6244
GIR,3,88,Girsu,Tall Tīlūh,تا تيلوه,,,,,,,Girsu (mod. Tello),https://pleiades.stoa.org/places/912855,https://www.openstreetmap.org/way/307334507,https://www.geonames.org/93976,https://en.wikipedia.org/wiki/Girsu,https://ar.wikipedia.org/wiki/جيرسو,,,,,http://publikationen.badw.de/de/rla/index#4629,https://wikidata.org/wiki/Q853946,46.1776,31.5591
GJN,2,420,,Ganjnāmah,,,گنجنامه,,,,,uncertain (mod. Mount Elvend),https://pleiades.stoa.org/places/903032,https://www.openstreetmap.org/node/3792880166,https://www.geonames.org/134125,https://en.wikipedia.org/wiki/Ganjnameh,,https://fa.wikipedia.org/wiki/گنج%E2%80%8Cنامه,,,,,,48.4373,34.7622
GLA,2,173,,Glay‘a,Unknown,,,,,,,uncertain (mod. Glai'a),https://pleiades.stoa.org/places/223856812,,,,,,,,,,,42.1921,34.2909
GNT,3,0,,Goňur depe,,,,,,,,,https://pleiades.stoa.org/places/391537222,https://www.openstreetmap.org/way/301330523,,https://en.wikipedia.org/wiki/Gonur_Depe,,,,,,,https://wikidata.org/wiki/Q3110595,62.0377,38.2129
GNZ,3,0,,Girnavaz,,,,,,,,,https://pleiades.stoa.org/places/539776278,https://www.openstreetmap.org/node/5318180355,,,,,,,https://tr.wikipedia.org/wiki/Girnavaz_Höyüğü,,,41.2304,37.1049
GOT,3,97,,Gūdīn Tapah,,,گودین‌تپه,,,,,uncertain (mod. Godin Tepe),https://pleiades.stoa.org/places/903035,https://www.openstreetmap.org/way/345763294,,https://en.wikipedia.org/wiki/Godin_Tepe,,,,,,,https://wikidata.org/wiki/Q774339,48.0685,34.5183
GOV,2,0,,Gövelek,,,,,,,,,,https://www.openstreetmap.org/node/1482093794,https://www.geonames.org/313908,,,,,,,,,43.6220,38.5323
GOZ,3,0,Tarsus,Gözlükule,,,,,,,,,https://pleiades.stoa.org/places/648789,https://www.openstreetmap.org/way/279725033,,https://en.wikipedia.org/wiki/Gözlükule,,,,,https://tr.wikipedia.org/wiki/Gözlükule,,https://wikidata.org/wiki/Q5626760,34.8956,36.9123
GRD,3,0,,Gird-i Rustam,,,Unknown,,,,,,,,,,,,,,,,,45.9157,35.7528
GRL,1,412,,Gherla,,,,,,,,uncertain (mod. Gherla Romania),https://pleiades.stoa.org/places/207133,https://www.openstreetmap.org/way/45425101,https://www.geonames.org/677429,,,,,,,,,23.8915,47.0195
GRO,2,0,,Tall Karay Qāsim,تل گري قاسم,,,,,,,,,,,,,,,,,,,42.9257,36.6789
GRS,3,38,Garšana,Tall Baridiyah,تل بردية,,,,,,,Garšana (mod. uncertain),,,,,,,,,,,,46.1189,31.4433
GTV,2,140,,Tapah Gutwand,,,تپه گتوند,,,,,uncertain (mod. Tepe Gotvand) ?,,,,,,,,,,,,48.8149,32.2363
GUD,3,23,Gudua,Tall Ībrāhīm,تل إبراهيم,,,,,,,Kutha (mod. Tell Ibrahim),https://pleiades.stoa.org/places/893977,https://www.openstreetmap.org/way/552336805,,https://en.wikipedia.org/wiki/Kutha,https://ar.wikipedia.org/wiki/كوثى,,,,,http://publikationen.badw.de/de/rla/index#6815,https://wikidata.org/wiki/Q1096108,44.6112,32.7605
GUG,1,0,,Güganis,,,,,,,,,,,,,,,,,,,,43.2200,38.3347
GUL,1,0,,Shiqāft-i Gulgul,,,شقافت گل گل,,,,,,,,,https://en.wikipedia.org/wiki/Shikaft-e_Gulgul,,https://fa.wikipedia.org/wiki/نقش%E2%80%8Cبرجسته_گل_گل_ملکشاهی,,,,,https://wikidata.org/wiki/Q3482085,46.4843,33.4675
GWR,3,285,,Tapah Gawra,تپه گورە,,,,,,,uncertain (mod. Tepe Gawra),https://pleiades.stoa.org/places/944606650,https://www.openstreetmap.org/node/5404942223,,https://en.wikipedia.org/wiki/Tepe_Gawra,https://ar.wikipedia.org//wiki/تيبي_غاورا,,,,,,https://wikidata.org/wiki/Q607583,43.2604,36.4958
GZH,3,284,,Tall Gasir,,,تل گسر,,,,,uncertain (mod. Ghazir),,,,,,,,,,http://publikationen.badw.de/de/rla/index#4521,,49.4149,31.3597
GZR,3,0,,Gezer,تل الجزر,,,,,גֶּזֶר,,,https://pleiades.stoa.org/places/68790,https://www.openstreetmap.org/node/1082792869,https://www.geonames.org/293376,https://en.wikipedia.org/wiki/Gezer,,,,https://he.wikipedia.org/wiki/תל_גזר,,,https://wikidata.org/wiki/Q1466687,34.9210,31.8596
HAB,1,0,,Habıbuşaǧı,,,,,,,,,https://pleiades.stoa.org/places/887556001,https://www.openstreetmap.org/node/1829841678,https://www.geonames.org/10903894,,,,,,https://tr.wikipedia.org/wiki/wiki/Habibuşağı_Kale,,,38.7937,38.4334
HAD,3,248,,Tall al-Ḥadīdī,تل الحديدي,,,,,,,uncertain (mod. Hadidi),,,https://www.geonames.org/9060,,,,,,,,,38.1507,36.2645
HAE,1,0,,Hamamköy,,,,,,,,,https://pleiades.stoa.org/places/887415955,,,,,,,,,,,41.3538,39.9056
HAI,0,0,,,Unknown,,,,,,,Habil Abu Ibrahim,,,,,,,,,,,,,
HAL,2,382,,Halicarnassos,,,,,Ἁλικαρνᾱσσός,,,Halicarnassus (mod. Halicarnassus),https://pleiades.stoa.org/places/461581651,https://www.openstreetmap.org/way/739181962,https://www.geonames.org/11962350,https://en.wikipedia.org/wiki/Mausoleum_at_Halicarnassus,,,,,,,https://wikidata.org/wiki/Q45368,27.4241,37.0379
HAM,3,384,Hamath,Ḥamāh,حماة,,,,,,,Hamath (mod. Hama),,https://www.openstreetmap.org/node/572557865,https://www.geonames.org/170017,https://en.wikipedia.org/wiki/Hama,https://ar.wikipedia.org/wiki/حماة,,,,,,,36.7479,35.1310
HAN,1,0,,Tall Hanas,Unknown,,,,,,,,,,,,,,,,,,,43.2896,35.4368
HAR,3,202,Harran,Harran,,,,,,,,Harran (mod. Harran),https://pleiades.stoa.org/places/658427,https://www.openstreetmap.org/node/5273819922,,https://en.wikipedia.org/wiki/Harran,,,,,https://tr.wikipedia.org/wiki/Harran,,,39.0309,36.8634
HAS,2,0,,Hasbey,,,,,,,,,,https://www.openstreetmap.org/node/1482093817,https://www.geonames.org/312439,,,,,,,,,42.8920,38.3427
HAT,3,171,Ḫattusa,Boğazkale,,,,,,,,Ḫattusa (mod. Boğazkale),https://pleiades.stoa.org/places/283602441,https://www.openstreetmap.org/relation/1598209,https://www.geonames.org/9609567,https://en.wikipedia.org/wiki/Hattusa,,,,,https://tr.wikipedia.org/wiki/Hattuşaş,,https://wikidata.org/wiki/Q181007,34.6164,40.0144
HAY,1,0,,Haykavan,,Հայկավան,,,,,,,,https://www.openstreetmap.org/way/783002698,https://www.geonames.org/616845,"https://en.wikipedia.org/wiki/Haykavan,_Armavir",,,,,,,,44.0462,40.0910
HAZ,3,46,,Tel Hazor,,,,,,תל חצור,,uncertain (mod. Hazor),https://pleiades.stoa.org/places/779967430,https://www.openstreetmap.org/way/230115066,https://www.geonames.org/293365,https://en.wikipedia.org/wiki/Tel_Hazor,,,,https://he.wikipedia.org/wiki/תל_חצור,,,https://wikidata.org/wiki/Q740138,35.5654,33.0209
HBK,3,44,,Ḥabūbah,حبوبة,,,,,,,uncertain (mod. Habuba Kabira),https://pleiades.stoa.org/places/923122730,,,https://en.wikipedia.org/wiki/Habuba_Kabira,https://ar.wikipedia.org/wiki/حبوبة_(مدينة_أثرية),,,,,,https://wikidata.org/wiki/Q1567031,38.0609,36.1501
HBR,3,0,,Tel Hebron,,,,,,תל חברון,,,https://pleiades.stoa.org/places/687915,https://www.openstreetmap.org/node/1258388380,,https://en.wikipedia.org/wiki/Tel_Rumeida,,,,https://he.wikipedia.org/wiki/תל_רומיידה,,,,35.1023,31.5245
HBS,1,0,,Ḥabl al-Ṣakhar,حبل الصخر,,,,,,,,,,,,,,,,,,,44.2698,33.1216
HDD,3,149,Me-Turran,Tall Ḥadād,تل حداد,,,,,,,Me-Turran (mod. Tell Haddad),https://pleiades.stoa.org/places/894042,,,,,,,,,,,45.0563,34.1928
HFR,1,0,,Umm al-Ḥafryāt,أم الحفريات,,,,,,,,,,,,,,,,,,,45.4915,31.6426
HIL,2,53,,Al-Ḥilah,الحلة,,,,,,,uncertain (mod. Hillah),,https://www.openstreetmap.org/node/248691069,https://www.geonames.org/99347,https://en.wikipedia.org/wiki/Hillah,https://ar.wikipedia.org/wiki/الحلة,,,,,,,44.4361,32.4844
HJR,3,0,,Al-Ḥajar,الحجر,,,,,,,,https://pleiades.stoa.org/places/932429,,,,,,,,,,,50.5137,26.2151
HLF,3,0,Guzana,Tall Ḥalaf,تل حلف,,,,,,,,https://pleiades.stoa.org/places/874739,https://www.openstreetmap.org/node/573540773,,,,,,,,,,40.0399,36.8268
HLT,1,0,,Hala Sultan Tekes,,,,,Τεκές Χαλά Σουλτάνας,,,,,,,,,,,,,,,33.6059,34.8856
HLW,3,235,,Tall Ḥalāwah,تل حلاوة,,,,,,,uncertain (mod. Abu Halawa),,https://www.openstreetmap.org/node/2486175316,https://www.geonames.org/6647836,,,,,,,,,44.4874,33.4258
HMD,3,117,,Hamadān,همدان,,,,,,,uncertain (mod. Hamadan),https://pleiades.stoa.org/places/903021,,,https://en.wikipedia.org/wiki/Ecbatana,,https://fa.wikipedia.org/wiki/هگمتانه,,,,,https://wikidata.org/wiki/Q696193,48.5171,34.8043
HMM,1,0,,Ḥammām,حمام,,,,,,,,,,,,,,,,,,,38.1781,36.6413
HMR,3,174,,Sulaiymah,سليمه,,,,,,,uncertain (mod. Himrin) : uncertain (mod. Sulaima) : uncertain (mod. Tell Suleimah),,,https://www.geonames.org/98776,,,,,,,,,45.1034,34.1677
HMT,3,36,,Tall Ḥammām al-Turkmān,تل حمام التركمان,,,,,,,uncertain (mod. Tell Hammam et-Turkman),https://pleiades.stoa.org/places/874741,https://www.openstreetmap.org/node/567061069,https://www.geonames.org/169978,https://en.wikipedia.org/wiki/Tell_Hammam_et-Turkman,,,,,,,https://wikidata.org/wiki/Q21513167,39.0569,36.4825
HOR,2,0,,Tepe Horreeye,,,Unknown,,,,,,,,,,,,,,,,,48.5022,32.0313
HPK,1,0,,Hazine Piri Kapısı,,,,,,,,,,,,,,,,,,,,43.3045,38.4069
HRD,3,276,Haradum,Khirbat al-Diniyah,خربة الدينية,,,,,,,Haradum (mod. Khirbet ed-Diniye),https://pleiades.stoa.org/places/894003,,,https://en.wikipedia.org/wiki/Haradum,https://ar.wikipedia.org/wiki/حرضوم,,,,,,https://wikidata.org/wiki/Q3127717,41.5866,34.4611
HRE,3,0,,Ηeraio Samou,,,,Ηραίο Σάμου,,,,,https://pleiades.stoa.org/places/599641,https://www.openstreetmap.org/way/37451039,https://www.geonames.org/9535175,https://en.wikipedia.org/wiki/Heraion_of_Samos,,,https://el.wikipedia.org/wiki/Ηραίο_Σάμου,,,,https://wikidata.org/wiki/Q841207,26.8860,37.6721
HRP,1,0,,Harput,,,,,,,,,,https://www.openstreetmap.org/way/97700117,https://www.geonames.org/7467408,https://en.wikipedia.org/wiki/Harput_Castle,,,,,https://en.wikipedia.org/wiki/Harpoot,,https://wikidata.org/wiki/Q6017381,39.2573,38.7037
HRT,1,0,,Harāt,هرات,,,,,,,,https://pleiades.stoa.org/places/961874,https://www.openstreetmap.org/node/312432807,https://www.geonames.org/1140026,,,,,,,,,62.1899,34.3453
HSC,1,0,,Hasancıklı,,,,,,,,,,https://www.openstreetmap.org/node/1881017574,https://www.geonames.org/10632543,,,,,,,,,36.7917,37.6127
HSI,2,437,,Tel Hesi,,,,,,תל חסי,,uncertain (mod. Tell el-Hesi),,,https://www.geonames.org/293367,https://en.wikipedia.org/wiki/Tell_el-Hesi,,,,https://he.wikipedia.org/wiki/תל_חסי,,,https://wikidata.org/wiki/Q2067518,34.7307,31.5474
HSK,1,0,,Hasankeyf,,,,,,,,,https://pleiades.stoa.org/places/874664,https://www.openstreetmap.org/node/6945084910,https://www.geonames.org/312479,https://en.wikipedia.org/wiki/Hasankeyf,,,,,https://tr.wikipedia.org/wiki/Hasankeyf,,,41.4137,37.7137
HSR,3,4,,Tapah Ḥiṣār,,,تپه حصار,,,,,uncertain (mod. Hissar),https://pleiades.stoa.org/places/942329,,https://www.geonames.org/7108432,https://en.wikipedia.org/wiki/Tepe_Hissar,,https://fa.wikipedia.org/wiki/تپه%E2%80%8Cحصار,,,,,https://wikidata.org/wiki/Q1484199,54.3851,36.1544
HUM,1,0,,Tulūl al-Hummar,Unknown,,,,,,,,,,,,,,,,,,,45.4998,31.6166
HUZ,3,263,Huzirina,Sultantepe,,,,,,,,Huzirina (mod. Sultantepe),https://pleiades.stoa.org/places/249509021,https://www.openstreetmap.org/way/129412106,https://www.geonames.org/300175,https://en.wikipedia.org/wiki/Sultantepe,,,,,https://tr.wikipedia.org/wiki/Sultantepe_Höyüğü,,https://wikidata.org/wiki/Q1347916,38.9062,37.0501
HWS,3,95,Ubasē,Tall Ḥuwaysh,تل حويش,,,,,,,uncertain (mod. Tell Huweish),,,,,,,,,,,,43.2304,35.5931
HYK,3,0,,Çatal Höyük,,,,,,,,,https://pleiades.stoa.org/places/572486151,https://www.openstreetmap.org/way/117205145,https://www.geonames.org/438338,,,,,,,,,36.5456,36.2977
IBA,3,264,,Tall Ibrāhīm Bayis,تل ابراهيم بايس,,,,,,,uncertain (mod. Old Makhmur),,https://www.openstreetmap.org/way/460334102,https://www.geonames.org/6869902,,,,,,,,,43.5551,35.7742
IDH,3,138,,Ishān Dhahak,إشان ذهك,,,,,,,uncertain (mod. Ishan-Dhahak),,,,,,,,,,,,44.8341,32.7104
IDU,3,387,Idu,Sātū Qalā,ساتو قلا,,,,,,,Idu (mod. Hīt),,https://www.openstreetmap.org/node/2488271717,https://www.geonames.org/91451,https://en.wikipedia.org/wiki/Idu_(city),,,,,,,https://wikidata.org/wiki/Q15876602,44.6965,35.8739
IHF,1,301,,Ishān Hāfudh,إشان حافذ,,,,,,,uncertain (mod. Išān Hāfudh),,,,,,,,,,,,45.4207,31.9569
IHN,3,94,,Ras Ibn Hānī,رأس ابن هاني,,,,,,,uncertain (mod. Ibn Hani),https://pleiades.stoa.org/places/668262,https://www.openstreetmap.org/way/145160684,https://www.geonames.org/8472225,https://en.wikipedia.org/wiki/Ras_Ibn_Hani,https://ar.wikipedia.org/wiki/رأس_ابن_هاني,,,,,http://publikationen.badw.de/de/rla/index#9966,https://wikidata.org/wiki/Q1438447,35.7348,35.5870
IKA,3,0,,Ishan al-Khāzna,إشان الخزينة,,,,,,,,,,,,,,,,,,,44.5687,32.5539
IKH,3,0,,Ishān Khālifa,إشان الخلفة,,,,,,,,,,,,,,,,,,,44.7150,32.5105
INA,2,0,,İnandık,,,,,,,,,,https://www.openstreetmap.org/node/2709024851,,,,,,,https://en.wikipedia.org/wiki/İnandıktepe,,,33.5352,40.3810
IRS,2,48,Irisagrig,,,,,,,,,Irisagrig (mod. uncertain),,,,,,,,,,,,45.3689,32.1529
ISN,3,303,Isin,Išān Baḥrīyāt,إشان نحريات,,,,,,,Isin (mod. Bahriyat),https://pleiades.stoa.org/places/912868,https://www.openstreetmap.org/node/2482345014,https://www.geonames.org/6731770,https://en.wikipedia.org/wiki/Isin,https://ar.wikipedia.org/wiki/إيسن,,,,,http://publikationen.badw.de/de/rla/index#5897,https://wikidata.org/wiki/Q501259,45.2688,31.8852
JAN,2,0,,Janfida,,Ջանֆիդա,,,,,,,,https://www.openstreetmap.org/node/1248972714,https://www.geonames.org/616735,https://en.wikipedia.org/wiki/Janfida,,,,,,,,44.0276,40.0419
JAV,1,0,,Jawānqal‘h,,,جوان قلعه,,,,,,,,,,,,,,,,,45.9564,37.4913
JDD,1,93,,Jadīdah,جديدە,,,,,,,uncertain (mod. Jedide),https://pleiades.stoa.org/places/945906724,,,,,,,,,,,42.0326,34.3826
JDG,1,224,,Cudi Dağı,,,,,,,,uncertain (mod. Judi Dagh),https://pleiades.stoa.org/places/471828778,https://www.openstreetmap.org/node/1921992648,https://www.geonames.org/317981,https://en.wikipedia.org/wiki/Mount_Judi,,,,,https://tr.wikipedia.org/wiki/Cudi_Dağı,,,42.3668,37.3838
JDR,2,318,,Tall Jidar,تل جدر,,,,,,,uncertain (mod. Tell Jidr),https://pleiades.stoa.org/places/912957,,,,,,,,,,,45.7032,31.8254
JMM,3,0,,Tel Gamma,,,,,,תל גמה,,,https://pleiades.stoa.org/places/309101265,,https://www.geonames.org/293380,https://en.wikipedia.org/wiki/Tell_Jemmeh,,,,https://he.wikipedia.org/wiki/תל_גמה,,,https://wikidata.org/wiki/Q1301002,34.4450,31.3872
JOK,3,154,Umma,Tall Jūka,تا جوكة,,,,,,,Umma (mod. Tell Jokha),https://pleiades.stoa.org/places/44626252,,https://www.geonames.org/95090,,,,,,,http://publikationen.badw.de/de/rla/index#12060,,45.8861,31.6669
JOR,3,0,,Tul-i Ājuri,تل اجر,,,,,,,,,,,,,,,,,,,52.8549,29.9364
JRD,3,42,,Jabal ‘Ārūdah,جبل عارودة,,,,,,,uncertain (mod. Jebel Aruda),,,,,,,,,,,,38.0984,36.2349
JRO,3,646,,Jericho,,,,,,יְרִיחוֹ,,,https://pleiades.stoa.org/places/687917,https://www.openstreetmap.org//458057319,https://www.geonames.org/8067647,https://en.wikipedia.org/wiki/Tell_es-Sultan,,,,https://he.wikipedia.org/wiki/תל_יריחו,,,https://wikidata.org/wiki/Q2402267,35.4441,31.8710
JRW,3,142,,Jarāwanah,جراونة,,,,,,,uncertain (mod. Jerwan),https://pleiades.stoa.org/places/248782116,https://www.openstreetmap.org/node/2488232534,,https://en.wikipedia.org/wiki/Jerwan,,,,,,,https://wikidata.org/wiki/Q17064815,43.3934,36.6697
JUH,3,0,,Tall Jūkha,تل جوخة,,,,,,,,,,,,,,,,,,,43.6918,33.3424
JWN,3,121,,Tulūl Abū Jāwan,تلول أبو جاون,,,,,,,uncertain (mod. Abu Jawan),https://pleiades.stoa.org/places/894161,https://www.openstreetmap.org/node/2488008331,https://www.geonames.org/6806251,,,,,,,,,44.8070,33.1337
KAB,1,413,,Kabrīt,كبريت,,,,,,,uncertain (mod. Kabret),,,,,,,,,,,,32.4914,30.2285
KAD,1,0,,Kadembas,,,,,,,,,,,,,,,,,,,,43.2312,38.4084
KAH,2,394,Marqasi,Kahramanmaraş,,,,,,,,Marqasu (mod. Kahramanmaraş),https://pleiades.stoa.org/places/658474,https://www.openstreetmap.org/node/26480875,https://www.geonames.org/310859,https://en.wikipedia.org/wiki/Marash,,,,,https://tr.wikipedia.org/wiki/Kahramanmaraş,,,36.9253,37.5870
KAI,1,0,,Kaisaran,,,,,,,,,,,,,,,,,,,,43.6446,38.4660
KAL,3,0,,Kāmid al-Lūz,كامد اللوز,,,,,,,,,https://www.openstreetmap.org/way/226315831,,,,,,,,,,35.8210,33.6235
KAR,3,0,,Al-Karnak,الكرنك,,,,,,,,https://pleiades.stoa.org/places/786050,https://www.openstreetmap.org/way/298144107,https://www.geonames.org/9073433,https://en.wikipedia.org/wiki/Karnak,https://ar.wikipedia.org/wiki/الكرنك,,,,,,https://wikidata.org/wiki/Q522862,32.6586,25.7168
KAS,1,415,,Kastri,,,,,Καστρί,,,"uncertain (mod. Kastri, Cythera, Greece)",https://pleiades.stoa.org/places/570400,,,,,,,,,,,22.9979,36.2584
KAY,3,0,Šamuḫa,Kayalıpınar,,,,,,,,,,https://www.openstreetmap.org/way/183419371,,,,,,,"tr.wikipedia.org/wiki/Kayalıpınar,_Yıldızeli",,,36.5279,39.6211
KAZ,1,0,,Kazancı,,,,,,,,,,https://www.openstreetmap.org/node/1951322084,https://www.geonames.org/743613,,,,,,,,,44.0255,40.0064
KBL,2,0,,Chaman-i Ḥaz̤ūrī,,,چمن حضوری,,,,,,,https://www.openstreetmap.org/way/25866709,https://www.geonames.org/9166131,https://en.wikipedia.org/wiki/Chaman-e-Hozori,,,,,,,https://wikidata.org/wiki/Q55887438,69.1954,34.5153
KBN,3,100,Kabnak,Haft Tapah,هفت تپه,,,,,,,Kabnak (mod. Haft Tepe),https://pleiades.stoa.org/places/379400932,,,https://en.wikipedia.org/wiki/Haft_Tepe,,https://fa.wikipedia.org/wiki/هفت%E2%80%8Cتپه,,,,,https://wikidata.org/wiki/Q1266141,48.3276,32.0803
KCT,1,0,,Koçyatağı,,,,,,,,,,,,,,,,,,,,41.4978,39.2805
KDH,3,0,,Qandahār,,,قندهار,,,,,,https://pleiades.stoa.org/places/59669,,,https://en.wikipedia.org/wiki/Alexandria_Arachosia,,,,,,,https://wikidata.org/wiki/Q7084310,65.6588,31.6025
KDR,3,0,,Al-Khiḍr,الخضر,,,,,,,,,,,,,,,,,,,48.2880,29.4657
KEB,2,0,,Kenk Boǧazı,,,,,,,,,https://pleiades.stoa.org/places/842949950,,,,,,,,,,,37.8436,37.2506
KEC,2,0,,Keçikıran,,,,,,,,,,https://www.openstreetmap.org/node/2284818560,https://www.geonames.org/6969127,,,,,,,,,43.6345,38.9714
KEL,1,0,,Kalīshīn,كليشين,,,,,,,,,https://www.openstreetmap.org/node/2488199222,https://www.geonames.org/93750,https://en.wikipedia.org/wiki/Kelashin_Stele,ar.wikipedia.org/wiki/مسلة_كله_شين,,,,,,,44.8994,36.9171
KEV,2,0,,Kevenli,,,,,,,,,,https://www.openstreetmap.org/node/1482093850,https://www.geonames.org/307979,,,,,,,,,43.4475,38.4746
KFA,1,0,,Kūlfaraḥ,,,کول‌فرح,,,,,,,https://www.openstreetmap.org/node/4857790525,https://www.geonames.org/126291,,,,,,,,,49.9286,31.8706
KFI,1,414,,Kāmfīrūz,,,کامفیروز,,,,,uncertain (mod. Kam-Firouz),,https://www.openstreetmap.org/node/1753687451,,https://en.wikipedia.org/wiki/Kamfiruz,,https://fa.wikipedia.org/wiki/کامفیروز,,,,,,52.1962,30.3241
KFK,2,0,,Kef Kalesi,,,,,,,,,,https://www.openstreetmap.org/way/183026112,,,,,,,,,,42.7191,38.8334
KHA,3,0,,Tall Khaibar,تل خيبر,,,,,,,,,https://www.openstreetmap.org/node/2482459138,,,,,,,,,,45.9328,31.0593
KHI,3,0,,Tapah Khībr,,,تپه خیبر,,,,,,,https://www.openstreetmap.org/node/3524795054,https://www.geonames.org/6684057,,,,,,,,,46.6409,34.5441
KHR,2,409,,Al-Kharjah,الخرجة,,,,,,,uncertain (mod. El-Khargeh),https://pleiades.stoa.org/places/776181,https://www.openstreetmap.org/node/768717700,https://www.geonames.org/353686,https://en.wikipedia.org/wiki/Temple_of_Hibis,https://ar.wikipedia.org/wiki/معبد_هيبس,,,,,,,30.5552,25.4764
KHT,3,300,Kahat,Tall Barri,تل بري,,,,,,,Kahat (mod. Tell Barri),https://pleiades.stoa.org/places/874732,https://www.openstreetmap.org/way/371876539,https://www.geonames.org/420334,https://en.wikipedia.org/wiki/Tell_Barri,https://ar.wikipedia.org/wiki/تل_بري,,,,,,https://wikidata.org/wiki/Q3822951,41.1270,36.7386
KHW,2,19,,Khān Ḥaswā,خان حسوا,,,,,,,uncertain (mod. Khan Haswa) ?,,,,,,,,,,,,44.4016,32.8277
KKA,3,0,,Kawala Kandal,Unknown,,,,,,,,,,,,,,,,,,,43.6532,35.8079
KKH,3,230,,Üçtepe,,,,,,,,uncertain (mod. Kurkh),https://pleiades.stoa.org/places/874418,https://www.openstreetmap.org/way/281267700,,,,,,,,,,40.5397,37.8260
KKL,1,0,,Karakala,,Unknown,,,,,,,,,https://www.geonames.org/616584,,,,,,,,,43.8488,40.0487
KKU,1,0,,Khirbet Kusiya,,,,,,Unknown,,,,,,,,,,,,,,35.0062,32.4242
KLB,2,292,,Nahr al-Kalb,نهر الكلب,,,,,,,uncertain (mod. Nahr el-Kelb),https://pleiades.stoa.org/places/2970016,,,https://en.wikipedia.org/wiki/Stelae_of_Nahr_el-Kalb,https://ar.wikipedia.org/wiki/آثار_نهر_الكلب,,,,,,,35.5966,33.9554
